"","N0","Nmax","tlag","rmax","AIC","AICc","BIC","rsq","id","model","temp_c","species","medium","temp_k"
"42",-1.16252500592257,-1.96984203719357,123.765923259085,0.0664453273474826,2.83680202146225,8.55108773574796,5.26133527040225,-1.26758746194672,45,"gompertz_model",25,"Chryseobacterium.balustinum","TSB",298
"43",-4.20823311046041,-0.0798076037812041,115.752002385661,0.0734525723123481,-21.3613854588805,-18.0280521255472,-17.1953187385994,0.92378648478488,46,"gompertz_model",25,"Enterobacter.sp.","TSB",298
"44",-6.20678138850722,-0.253240409333769,218.866407966854,0.0962748528551556,9.32405563836026,13.3240556383603,12.8643066438713,0.104023538315571,47,"gompertz_model",25,"Pantoea.agglomerans.1","TSB",298
"45",-5.94837554032077,-0.2904803079115,237.610569111876,0.053357952346352,19.8136045898126,23.8136045898126,23.3538555953236,-0.944316180176809,48,"gompertz_model",25,"Pantoea.agglomerans.2","TSB",298
"46",-0.0731347365112605,-1.26794552584773,0.723499528627042,0.146076309333026,-9.10255372361539,-4.65810927917095,-5.9072670755391,-0.383307317550511,49,"gompertz_model",25,"Bacillus.pumilus","TSB",298
"47",-6.67343485665493,-0.248618142905366,1.10449836936574,0.11147558854325,-6.28140644116742,-2.28140644116742,-2.74115543565637,0.734004651831999,50,"gompertz_model",25,"Clavibacter.michiganensis","TSB",298
"48",-6.94294952963122,-1.14395604886089,0.152842736485201,0.253901876392643,2.93931749168789,7.93931749168789,5.76406427899557,-4.36912725332524,51,"gompertz_model",25,"Pseudomonas.fluorescens.1","TSB",298
"49",-5.30693736533535,-0.954489624632598,12.0158569861562,0.163333956646663,-4.0227423431905,0.977257656809497,-1.19799555588282,-0.338101063393165,52,"gompertz_model",25,"Pseudomonas.fluorescens.2","TSB",298
"50",-6.89432338549922,-0.829111291300971,-0.274340018108427,0.000722168298706904,34.1043826607018,38.5488271051462,37.2996693087781,-85.5648286457123,53,"gompertz_model",25,"Acinetobacter.clacoaceticus.1","TSB",298
"51",-9.50416471658367,-0.657867742224805,-0.297465753802214,0.0068559125489058,44.7894778821188,48.7894778821188,48.3297288876299,-58.7319733704658,54,"gompertz_model",25,"Acinetobacter.clacoaceticus.2","TSB",298
"52",-7.09839176047757,-1.40373547586939,0.876944603208607,0.0103059275723394,-2.96385425643803,1.03614574356197,0.576396749073021,-2.98894452043312,55,"gompertz_model",25,"Stenotrophomonas.maltophilia.1","TSB",298
"53",-5.97861181814328,-0.66597284500239,2.42209772029018,0.261672111010763,-30.7262832006201,-27.0899195642565,-26.8633395894212,0.895592720689946,56,"gompertz_model",25,"Stenotrophomonas.maltophilia.2","TSB",298
"54",-4.70715813874461,-0.0899840752874811,-0.00348404625533354,0.501822749329185,-43.3761903683878,-40.0428570350544,-39.2101236481067,0.978583967782643,57,"gompertz_model",25,"Klebsiella.pneumonia","TSB",298
"55",-6.85734645963088,-0.00382793555082578,0.195734673473796,0.242196662546518,28.8886136422316,32.5249772785952,32.7515572534305,-1.33912014254372,58,"gompertz_model",25,"Dickeya.zeae","TSB",298
"56",NA,NA,NA,NA,NA,NA,NA,NA,59,"gompertz_model",25,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2","TSB",298
"57",-0.0356660559125661,-0.517238905315301,0.271329037110897,0.137662329761849,0.514828133637348,3.84816146697068,4.68089485391843,0.417434909622948,60,"gompertz_model",25,"Pantoea.agglomerans..RDA.R.","TSB",298
"58",-6.04394285356067,-0.160350782767084,-0.221404378903636,0.0789270356178098,-28.0785402125964,-24.4421765762328,-24.2155966013975,0.941339052591317,61,"gompertz_model",25,"Dickeya.zeae..RDA.R.","TSB",298
"59",-3.2603128577727,-3.15423500671235,-0.190820048080789,0.00560238505797134,0.751655238505169,4.75165523850517,4.29190624401622,-17.5022464490675,62,"gompertz_model",25,"Acinetobacter.clacoaceticus..RDA.R.","TSB",298
"60",-3.47771489933818,-1.54321873640005,5.46878049124745,0.0875789905580044,-12.207569965679,-7.20756996567903,-9.38282317837135,-0.255263010236691,63,"gompertz_model",25,"Stenotrophomonas.maltophilia..RDA.R.","TSB",298
"61",-6.3067524451773,-0.240061232528563,-0.0155939497390767,0.221913012352924,-36.0614214665273,-32.7280881331939,-31.8953547462462,0.960947638655348,64,"gompertz_model",25,"Klebsiella.pneumonia..RDA.R.","TSB",298
"62",-1.03994512131601,-1.67830162570689,0.245415869969304,0.004825902232566,38.6068912659568,42.6068912659568,42.1471422714678,-30.8145301798942,65,"gompertz_model",25,"Bacillus.pumilus..RDA.R.","TSB",298
"63",-0.228144075990979,-0.784433234663254,-0.223268107798486,0.361501799667759,7.12526825168642,10.4586015850198,11.2913349719675,-0.377682861703808,66,"gompertz_model",25,"Clavibacter.michiganensis..RDA.R.","TSB",298
"64",-8.96411744498347,-1.27469067947663,2.1024444319454,0.436111630550393,11.5051889412503,15.5051889412503,15.0454399467613,-3.61341120529956,67,"gompertz_model",35,"Chryseobacterium.balustinum","TSB",308
"65",-1.22166883580375,-0.0584380304483973,0.53049497204084,0.161609530337034,-33.992234226716,-30.6589008933826,-29.8261675064349,0.964065798612196,68,"gompertz_model",35,"Enterobacter.sp.","TSB",308
"66",-1.35491193906222,-0.0563071751207658,4.24597619561588,0.131949313809088,3.59925402036837,7.235617656732,7.46219763156727,0.38536014393626,69,"gompertz_model",35,"Pantoea.agglomerans.1","TSB",308
"67",-8.59181400149618,-0.232849080601476,9.26335853924427,0.662415402709718,19.2584815840735,23.2584815840735,22.7987325895846,-0.870410810723722,70,"gompertz_model",35,"Pantoea.agglomerans.2","TSB",308
"68",-5.82509972055999,-1.54262767232388,4.83459324466394,0.272087889539515,22.0589771544718,26.0589771544718,25.5992281599829,-11.2774508244571,71,"gompertz_model",35,"Bacillus.pumilus","TSB",308
"69",-2.12988203121688,-0.22919333213539,3.6846793039744,0.536438928477428,-22.5601895011946,-19.2268561678612,-18.3941227809135,0.900152213661032,72,"gompertz_model",35,"Clavibacter.michiganensis","TSB",308
"70",-6.6982155594992,-1.45299762105104,2.83725472983592,0.312896181544084,-20.3549156525835,-17.0215823192501,-16.1888489323024,-1.20815133897284,73,"gompertz_model",35,"Pseudomonas.fluorescens.1","TSB",308
"71",-0.167823542620344,-0.970444696254961,1.71347988766092,0.227707582989675,-6.16469474555053,-2.16469474555053,-2.62444374003948,-2.18672238554841,74,"gompertz_model",35,"Pseudomonas.fluorescens.2","TSB",308
"72",-1.76806502353257,-1.07448309124445,7.97077225748366,0.179051018115879,-8.45974575098448,-4.82338211462084,-4.59680213978557,0.0719717356090401,75,"gompertz_model",35,"Acinetobacter.clacoaceticus.1","TSB",308
"73",-6.18959289241243,-1.81253893837443,13.8670343893333,0.000616320644231545,46.4578791314675,50.0942427678311,50.3208227426664,-37.1449450982372,76,"gompertz_model",35,"Acinetobacter.clacoaceticus.2","TSB",308
"74",-3.60060530576493,-2.38056825398305,0.00729650877745117,0.273796725485497,-22.2574186619649,-18.2574186619649,-18.7171676564539,-0.283900019474949,77,"gompertz_model",35,"Stenotrophomonas.maltophilia.1","TSB",308
"75",-6.886324949868,-0.716074712729129,0.0821780157910689,0.282311958970895,-13.8536063496479,-10.2172427132843,-9.99066273844899,-2.92975472122213,78,"gompertz_model",35,"Stenotrophomonas.maltophilia.2","TSB",308
"76",-2.24140384288759,-0.0209193718355397,0.0102231471637018,2.08464540004076,-27.036785241237,-23.959862164314,-22.5849264517562,0.932029143444615,79,"gompertz_model",35,"Klebsiella.pneumonia","TSB",308
"77",-7.75383403596725,-0.145881100552988,1.01030095354401,0.0147407008196686,56.3282133644969,59.40513644142,60.7800721539777,-6.63087199186935,80,"gompertz_model",35,"Dickeya.zeae","TSB",308
"78",-6.04503422942538,-0.850529172890664,12.1976241241419,0.000519142815715543,49.6931133568494,53.329476993213,53.5560569680483,-46.6078320306468,81,"gompertz_model",35,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2","TSB",308
"79",-7.82220981824418,-0.253078509783177,3.6576787866275,0.0306414625074827,37.9731852388118,41.3065185721452,42.1392519590929,-4.6530294191705,82,"gompertz_model",35,"Pantoea.agglomerans..RDA.R.","TSB",308
"80",-4.43433370347848,-0.291920387045691,1.6797291658477,0.000319943084475796,63.7787135591155,66.8556366360386,68.2305723485963,-11.803141005426,83,"gompertz_model",35,"Dickeya.zeae..RDA.R.","TSB",308
"81",-4.097612297117,-2.62603023176938,0.418106099467977,0.0789982357481344,-8.95429853311181,-4.95429853311181,-5.41404752760076,-10.2037840413518,84,"gompertz_model",35,"Acinetobacter.clacoaceticus..RDA.R.","TSB",308
"82",-0.709529656527597,-3.39561126892263,2.03272318049241,0.0716444048989216,-2.50589306637733,1.49410693362267,1.03435793913372,-8.96903537230338,85,"gompertz_model",35,"Stenotrophomonas.maltophilia..RDA.R.","TSB",308
"83",-5.70074940035328,-0.0860868735588111,0,1.02626795183697,-16.8251122231093,-13.7481891461862,-12.3732534336285,0.874021986740087,86,"gompertz_model",35,"Klebsiella.pneumonia..RDA.R.","TSB",308
"84",-5.93633924859878,-1.46287224034463,1.90625634825162,0.10571828482494,7.01913423117828,10.3524675645116,11.1852009514594,-2.26163307806401,87,"gompertz_model",35,"Bacillus.pumilus..RDA.R.","TSB",308
"85",-4.37051492471236,-0.848559526621101,0.0018756731623363,0.226461946341031,-29.1410197094283,-25.807686376095,-24.9749529891472,0.88020984615617,88,"gompertz_model",35,"Clavibacter.michiganensis..RDA.R.","TSB",308
"86",0.141855774039541,8.85884233871601,41.5846157963756,0.00155651499192303,27.0243062317589,33.6909728984256,29.0137825957508,0.999999995412029,89,"gompertz_model",5,"Tetraselmis tetrahele","ESAW",278
"87",7.24584304473685,19.3924163223077,4.41860477007403,0.00346199820092429,27.637488188614,34.3041548552807,29.6269645526059,0.999999995346683,90,"gompertz_model",5,"Tetraselmis tetrahele","ESAW",278
"88",9.97341621876269,4.73715297255093,174.165815361477,0.00458525430702646,11.6368152424083,18.303481909075,13.6262916064002,0.999999998965782,91,"gompertz_model",5,"Tetraselmis tetrahele","ESAW",278
"89",3.60080834941849,12.87276731342,19.7555348244171,0.00474627319836685,34.553732558391,41.2203992250577,36.5432089223829,0.999999993591188,92,"gompertz_model",5,"Tetraselmis tetrahele","ESAW",278
"90",0.226169701512332,15.8589621631385,11.0741651858359,0.00235589083651566,21.5890212420873,28.255687908754,23.5784976060792,0.999999997077577,94,"gompertz_model",8,"Tetraselmis tetrahele","ESAW",281
"91",10.9986834191678,7.6229144988579,202.384573682369,0.0114488663170149,-5.27963506079388,2.72036493920612,-3.76670959582365,0.9999999998104,95,"gompertz_model",8,"Tetraselmis tetrahele","ESAW",281
"92",3.41299070568146,14.3717709891086,9.56142736359851,0.00227539412413842,16.3510431713269,23.0177098379936,18.3405195353188,0.999999998235287,96,"gompertz_model",8,"Tetraselmis tetrahele","ESAW",281
"93",1.85935372153757,16.9982698390053,8.07765127495691,0.00246480102047126,23.5841619573567,30.2508286240234,25.5736383213485,0.999999996750718,97,"gompertz_model",8,"Tetraselmis tetrahele","ESAW",281
"94",4.904106647099,0.106250162096794,23.4744481649877,0.00339604748209149,24.2104207806949,30.8770874473615,26.1998971446867,0.99999999634474,98,"gompertz_model",8,"Tetraselmis tetrahele","ESAW",281
"95",NA,NA,NA,NA,NA,NA,NA,NA,99,"gompertz_model",16,"Tetraselmis tetrahele","ESAW",289
"96",NA,NA,NA,NA,NA,NA,NA,NA,100,"gompertz_model",16,"Tetraselmis tetrahele","ESAW",289
"97",NA,NA,NA,NA,NA,NA,NA,NA,101,"gompertz_model",16,"Tetraselmis tetrahele","ESAW",289
"98",NA,NA,NA,NA,NA,NA,NA,NA,102,"gompertz_model",16,"Tetraselmis tetrahele","ESAW",289
"99",NA,NA,NA,NA,NA,NA,NA,NA,103,"gompertz_model",16,"Tetraselmis tetrahele","ESAW",289
"100",5.78205514093149,9.08040779865188,45.5952068388529,0,24.8354133581141,29.8354133581141,27.6601601454218,0.999999985719861,104,"gompertz_model",25,"Tetraselmis tetrahele","ESAW",298
"101",0.729391536242469,9.65916592501143,43.9909046922148,0,21.8156300782974,26.8156300782974,24.6403768656051,0.999999987950598,105,"gompertz_model",25,"Tetraselmis tetrahele","ESAW",298
"102",14.2470692580089,9.00534763040634,14.5850788084945,0,23.46312744837,28.46312744837,26.2878742356777,0.999999984394525,106,"gompertz_model",25,"Tetraselmis tetrahele","ESAW",298
"103",6.43877323710929,18.6640644662202,81.6006961431398,0,34.1355680993122,38.1355680993122,37.6758191048233,0.999999979098422,107,"gompertz_model",25,"Tetraselmis tetrahele","ESAW",298
"104",2.17845816004575,9.89696138554235,73.1658593556847,0.000192893981297039,18.882691248013,24.5969769622987,21.307224496953,0.999999989995,108,"gompertz_model",25,"Tetraselmis tetrahele","ESAW",298
"105",7.04145579450039,2.21973793141081,21.3558475797719,0.00195727172640633,32.8960502037521,39.5627168704187,34.8855265677439,0.999999730050173,109,"gompertz_model",32,"Tetraselmis tetrahele","ESAW",305
"106",1.86392402801452,15.2072050467376,23.7592425171453,0.0015554136709868,39.3478776765755,46.0145443432422,41.3373540405673,0.999999748181407,110,"gompertz_model",32,"Tetraselmis tetrahele","ESAW",305
"107",8.15367401930903,14.4489998612711,21.9444278823428,6.55584104001283e-05,41.1906716242076,47.8573382908743,43.1801479881995,0.999999736702255,111,"gompertz_model",32,"Tetraselmis tetrahele","ESAW",305
"108",NA,NA,NA,NA,NA,NA,NA,NA,112,"gompertz_model",32,"Tetraselmis tetrahele","ESAW",305
"109",3.38786309695718,17.1967062832698,47.6168606648078,8.62330972962751e-05,30.0508481157761,35.7651338300618,32.4753813647161,0.999999905623341,113,"gompertz_model",32,"Tetraselmis tetrahele","ESAW",305
"110",1.23501268396828,3.19281452549961,1.11181960895658,0,3.71838502197086,10.3850516886375,5.70786138596271,0.992973464088523,114,"gompertz_model",22,"Soil Microbial Community","GH",295
"111",2.19618150936149,2.56809921537821,0.665993855595589,0.00159349311291982,25.5664225221902,32.2330891888569,27.5558988861821,0.997909656796402,115,"gompertz_model",22,"Soil Microbial Community","GHN",295
"112",0.0104367863990598,3.47353130958674,2.09630130827427,0,25.8049100191816,35.8049100191816,26.7910329058627,0.974409816099213,116,"gompertz_model",22,"Soil Microbial Community","GL",295
"113",-0.179556660548533,0.0508109669192581,1.35781782567501,0,23.5751070597911,33.5751070597911,24.5612299464722,0.933607291766107,117,"gompertz_model",22,"Soil Microbial Community","GLN",295
"114",NA,NA,NA,NA,NA,NA,NA,NA,118,"gompertz_model",22,"Soil Microbial Community","H2O",295
"115",-1.54044617163964,2.16491503257032,12.1309758998454,0,18.8792694291093,26.8792694291093,20.3921948940795,0.800996866643036,119,"gompertz_model",22,"Soil Microbial Community","N",295
"116",-1.42957424885397,1.39862483280083,13.8387272966574,0.00259671771006972,37.8002016595988,41.4365652959624,41.6631452707977,0.59111910073841,120,"gompertz_model",22,"Soil Microbial Community","GHB",295
"117",-3.32856728495119,0.752178031246447,161.613307080519,0.0409313497652308,5.14864666827749,8.48198000161082,9.31471338855857,0.936286750053317,121,"gompertz_model",22,"Soil Microbial Community","GHNB",295
"118",NA,NA,NA,NA,NA,NA,NA,NA,122,"gompertz_model",22,"Soil Microbial Community","GLB",295
"119",-0.466873772718048,-2.65471936824026,6.6215874533103,0.00326245285368749,-7.066536440758,-0.399869774091337,-5.07706007676615,-2.11204877528476,123,"gompertz_model",22,"Soil Microbial Community","GLNB",295
"120",-4.57137304437561,-2.48790433474382,57.2229751158702,0.0246947415555956,-5.36626066133372,-2.03292732800039,-1.20019394105264,-3.72098910636994,124,"gompertz_model",22,"Soil Microbial Community","H2OB",295
"121",-3.32334260513412,-2.53025579870813,2.06838367543191,0.011320030070247,-8.75761811417588,-5.42428478084255,-4.5915513938948,-2.77206574283981,125,"gompertz_model",22,"Soil Microbial Community","NB",295
"122",0.0582934673238599,11.8602196188687,375.486728858443,0.0118337274800023,-8.36575821924177,1.63424178075823,-7.37963533256067,0.999999891632416,126,"gompertz_model",2,"Staphylococcus spp.","Raw Chicken Breast",275
"123",0.0324079564306868,1.73735850304668,145.630170110493,0.0042650785141782,12.2020719345553,25.5354052678886,12.5992796429545,0.999994142860533,127,"gompertz_model",4,"Staphylococcus spp.","Raw Chicken Breast",277
"124",0.0360910737051916,6.00327360561321,336.416542257672,0.08492712777862,17.0071471117203,21.4515915561648,20.2024337597966,0.999999725391695,128,"gompertz_model",7,"Staphylococcus spp.","Raw Chicken Breast",280
"125",0.0533054745942355,6.00037603483107,81.0839647442223,0.0386303416261479,5.38245035672386,12.0491170233905,7.37192672071571,0.999999906287458,129,"gompertz_model",10,"Staphylococcus spp.","Raw Chicken Breast",283
"126",1.66052269477662,8.99657484135798,63.4986238554119,0.104999038050994,14.4603127033802,24.4603127033802,15.4464355900613,0.999999312513035,130,"gompertz_model",15,"Staphylococcus spp.","Raw Chicken Breast",288
"127",1.59192908582168,4.47594927921407,1.03439591344326,0.011961769653537,4.5678351346052,14.5678351346052,5.5539580212863,0.999999717133773,131,"gompertz_model",20,"Staphylococcus spp.","Raw Chicken Breast",293
"128",-0.00709109072805404,12.3851695582795,67.1825059735146,0.00370514001868846,1.25531900464937,9.25531900464937,2.7682444696196,0.999999409709751,132,"gompertz_model",2,"Staphylococcus spp.","Salted Chicken Breast",275
"129",2.16273921260287,5.14708400540985,409.506167875417,0.025321921076123,3.90721159748332,43.9072115974833,2.86600894362359,0.999999310247584,133,"gompertz_model",4,"Staphylococcus spp.","Salted Chicken Breast",277
"130",0.0373168150356609,8.00467698109892,121.864714707965,0.0298232554290325,16.4997614820675,20.944205926512,19.6950481301438,0.999999690179234,134,"gompertz_model",7,"Staphylococcus spp.","Salted Chicken Breast",280
"131",0.0189693352566115,1.51751817774657,78.9923474257471,0.0550023402999025,1.31110151325827,6.31110151325827,4.13584830056595,0.99999992863136,135,"gompertz_model",10,"Staphylococcus spp.","Salted Chicken Breast",283
"132",0.972887022530074,6.01098300115,45.1894469859005,0.105546468412007,-12.7117097174024,-6.99742400311664,-10.2871764684624,0.999999988813145,136,"gompertz_model",15,"Staphylococcus spp.","Salted Chicken Breast",288
"133",0.24829089379664,3.30890658710309,7.28316868423876,0.316213754847879,9.26895358363376,19.2689535836338,10.2550764703149,0.999999911831848,137,"gompertz_model",20,"Staphylococcus spp.","Salted Chicken Breast",293
"134",0.00300735332395495,1.14048262326506,209.809231699756,0.0059422771109836,-2.79912867862654,5.20087132137346,-1.28620321365631,0.999812314680057,138,"gompertz_model",2,"Staphylococcus spp.","Cooked Chicken Breast",275
"135",0.183193667377862,6.98436669409185,300.171697302658,0.0265599827167396,-5.96791641708416,14.0320835829158,-6.23836567180759,0.999999574223341,139,"gompertz_model",4,"Staphylococcus spp.","Cooked Chicken Breast",277
"136",-0.00247698740646805,11.0510516815149,311.408721423029,0.0543233157907791,-8.67157988196608,-4.22713543752164,-5.47629323388979,0.99999902784066,140,"gompertz_model",7,"Staphylococcus spp.","Cooked Chicken Breast",280
"137",0.0275350777040692,11.7210328111938,32.2266232805135,0.0285875562365678,10.3248020702918,16.0390877845775,12.7493353192318,0.999997834735364,141,"gompertz_model",10,"Staphylococcus spp.","Cooked Chicken Breast",283
"138",0.32052911019429,7.16081633013201,19.7327462529068,0.0708430690198233,0.0482929810834261,6.71495964775009,2.03776934507528,0.999999934417969,142,"gompertz_model",15,"Staphylococcus spp.","Cooked Chicken Breast",288
"139",0.235162725116474,0.854717284866163,13.4370274733095,0.169916945953982,0.685888966740837,10.6858889667408,1.67201185342194,0.999999961218912,143,"gompertz_model",20,"Staphylococcus spp.","Cooked Chicken Breast",293
"140",0.0313801928372182,2.07304701580766,120.033646335725,0.0286587067616169,15.3824501217292,22.0491167883959,17.3719264857211,0.999997486309837,144,"gompertz_model",2,"Pseudomonas spp.","Raw Chicken Breast",275
