"","ID","Species","AIC","AICc","BIC","RSq","r_max","N_0","K","t_lag","index"
"11","Acinetobacter.clacoaceticus.2 _ 35 _ TSB _ Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","29.6226714377244","33.2590350740881","33.4856150489233","-12.3190157187218","0.00353815837227032","-11.9295293201949","-1.77150049029769","17.8190001740385","51"
"12","Acinetobacter.clacoaceticus.2 _ 5 _ TSB _ Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"13","Aerobic Mesophilic. _ 10 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","16.5957850053013","23.262451671968","18.5852613692931","0.999999918036451","0.106282396423324","-0.0422427498949912","-7.71671677919351","-68.8915285211415","192"
"14","Aerobic Mesophilic. _ 10 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","5.60963972245336","13.6096397224534","7.12256518742359","0.999999526626727","0.188039589671223","0.00599717688358704","-3.3184555763922","91.8096081112269","437"
"15","Aerobic Mesophilic. _ 10 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","2.696739716071","8.41102543035671","5.121272965011","0.999998695918212","0.0036492719477486","0.00672310772842281","-4.23337383024347","23.2719435258241","164"
"16","Aerobic Mesophilic. _ 15 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","1.17444901199026","11.1744490119903","2.16057189867136","0.999999986988642","0.0177325552197289","0.783902770768438","11.7100318950586","21.1558849657723","795"
"17","Aerobic Mesophilic. _ 15 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","6.1642190568882","16.1642190568882","7.1503419435693","0.999999834891671","0.377859108559425","0.700567909923845","1.96746287599672","51.8871016512959","526"
"18","Aerobic Mesophilic. _ 15 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","2.93812399815497","16.2714573314883","3.33533170655415","0.999999195263564","0.067959927308421","0.950511464553854","0.452593289888614","34.749516952444","749"
"19","Aerobic Mesophilic. _ 2 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","9.48242077106574","19.4824207710657","10.4685436577468","0.999999250394442","0.0031087686901488","-0.138798063148972","-0.147623619388924","81.7999824835296","233"
"20","Aerobic Mesophilic. _ 2 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","-2.21701770141336","5.78298229858664","-0.704092236443135","0.99999907536825","0.0532303465724818","0.0366084636383112","5.92993629576328","192.63455590057","573"
"21","Aerobic Mesophilic. _ 2 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","-11.2081823191365","-3.20818231913645","-9.69525685416622","0.999999695372626","0.00625534554514778","-0.181542554543255","10.53462410093","48.2392880257448","143"
"22","Aerobic Mesophilic. _ 20 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","-2.55225922039937","5.44774077960063","-1.03933375542914","0.999999942533093","0.0546450861037817","0.223971962071659","14.0386246596054","3.76411375809751","927"
"23","Aerobic Mesophilic. _ 20 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","2.3282943567047","15.661627690038","2.72550206510387","0.999999265184642","0.255848571460974","0.775624518282713","17.5945613144431","19.2720549664012","882"
"24","Aerobic Mesophilic. _ 20 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","3.62744094262055","16.9607742759539","4.02464865101973","0.999998804296958","0.291919348108911","0.198757952642265","-4.55330554009535","20.0106043208278","630"
"25","Aerobic Mesophilic. _ 4 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","15.1654633860877","55.1654633860877","14.124260732228","0.999999992191514","0.0114872545496827","0.0993189967728461","9.55691279311266","608.256159400244","759"
"26","Aerobic Mesophilic. _ 4 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","1.50347077008185","21.5034707700819","1.23302151535842","0.999999502750397","0.012254738096771","0.485942808003158","-2.70292468719417","94.2987050769138","557"
"27","Aerobic Mesophilic. _ 4 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","-10.0010687158045","9.99893128419547","-10.271517970528","0.999999979247528","0.0261345226447057","0.18947556002246","7.398888914001","170.876468988919","571"
"28","Aerobic Mesophilic. _ 7 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","13.2446845778358","18.9589702921215","15.6692178267758","0.999999989735621","0.04549037023253","-0.0505437207844104","-7.4646325938621","158.754341026511","967"
"29","Aerobic Mesophilic. _ 7 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","13.7074320921266","18.1518765365711","16.9027187402029","0.999999886181044","0.128299777633672","0.0104078094397362","-5.22145379412686","65.0688876309758","47"
"30","Aerobic Mesophilic. _ 7 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.","-5.13844705058872","-0.694002606144272","-1.94316040251242","0.999999952857724","0.102310683233022","0.0073002333255643","-1.3356864591064","15.5250504801432","309"
"31","Aerobic Psychotropic. _ 10 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","2.6665307985824","8.38081651286812","5.0910640475224","0.999999793427749","0.00209144993025329","0.0617235542214798","2.04070927158053","74.9084223870302","766"
"32","Aerobic Psychotropic. _ 10 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","6.43396978263586","12.1482554969216","8.85850303157586","0.999998059012443","0.0239780588439888","0.0505004359818037","-5.90291867759534","41.0595377545479","407"
"33","Aerobic Psychotropic. _ 10 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","4.32249409801129","10.036779812297","6.74702734695129","0.99999919908379","0.0231482555933689","-0.00934574467734393","4.43008961804542","162.717031554501","894"
"34","Aerobic Psychotropic. _ 15 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","6.12977007389992","16.1297700738999","7.11589296058102","0.999999855023036","0.0993589218131756","-0.329036858293983","17.2621920901472","38.4049786870386","611"
"35","Aerobic Psychotropic. _ 15 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","8.08531871832276","16.0853187183228","9.59824418329299","0.999999846125875","0.276435814009012","-0.111348221669107","9.5059848317036","50.1215495982939","623"
"36","Aerobic Psychotropic. _ 15 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","-0.93849143270757","9.06150856729243","0.0476314539735281","0.99999862675828","0.0388377688659573","0.333724818720386","-5.38011880149075","24.0350597072733","17"
"37","Aerobic Psychotropic. _ 2 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","2.07739912134213","12.0773991213421","3.06352200802322","0.999999952265947","0.0246441016492313","-0.0160497849768143","8.74693445167042","192.749430133295","965"
"38","Aerobic Psychotropic. _ 2 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","-11.9082904890063","-3.90829048900626","-10.395365024036","0.999999868922658","0.0537503242428221","0.127935926134628","-2.81855537631072","374.761644098907","439"
"39","Aerobic Psychotropic. _ 2 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","-12.0499493235482","-4.04994932354821","-10.537023858578","0.999999639845256","0.0131913803519307","0.224162562579975","-2.66048336517442","88.8884072747282","953"
"40","Aerobic Psychotropic. _ 20 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","3.55503902879474","13.5550390287947","4.54116191547584","0.999999140636503","0.0546480984178808","-0.289904569310984","15.9818072738713","41.1362979046247","619"
"41","Aerobic Psychotropic. _ 20 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","5.08997377429557","18.4233071076289","5.48718148269475","0.999999350180466","0.523501221741909","0.803671037596535","6.01357345228515","63.1825745250415","750"
"42","Aerobic Psychotropic. _ 20 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","5.77282015855579","45.7728201585558","4.73161750469606","0.99999764042889","0.0492268062992223","-0.551953692292614","13.4438898000675","6.04136592668762","850"
"43","Aerobic Psychotropic. _ 4 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","3.21646014111584","23.2164601411158","2.9460108863924","0.999999981493341","0.00317831352918021","0.286565973727748","-1.64188462553068","326.429149024782","198"
"44","Aerobic Psychotropic. _ 4 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","3.69414130458737","43.6941413045874","2.65293865072764","0.99999992027713","0.0115257891824079","5.1133368182473","4.43467968016318","420.146774617249","54"
"45","Aerobic Psychotropic. _ 4 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","-11.7446062303953","28.2553937696047","-12.785808884255","0.999999965988702","0.0166850296626686","1.22262483249312","-1.57091379210709","23.4060891494777","151"
"46","Aerobic Psychotropic. _ 7 _ Cooked Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","10.3518862658584","14.7963307103028","13.5471729139347","0.999999776707419","0.0671998335893845","0.0102263482356754","10.5419598123941","318.202170354446","893"
"47","Aerobic Psychotropic. _ 7 _ Raw Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","19.3817688882766","24.3817688882766","22.2065156755843","0.999999732005181","0.114603330893273","-0.0226668027206855","-2.76464731852729","186.909952083404","994"
"48","Aerobic Psychotropic. _ 7 _ Salted Chicken Breast _ Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.","2.38590756132637","6.38590756132637","5.92615856683742","0.99999966646513","0.0269870610836239","9.84316325613795e-05","20.6578497863331","667.140878966434","479"
"49","Arthrobacter aurescens _ 0 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter aurescens","-12.242813232175","-8.90947989884168","-8.07674651189393","0.999995405838628","0.008984204977911","0.00660710189988367","-1.69233862317226","453.783684309341","630"
"50","Arthrobacter aurescens _ 20 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter aurescens","-9.72511635628198","3.60821697705135","-9.3279086478828","0.999999555378115","0.105393593515047","0.862908402457833","-2.13633867572626","6.47104601423765","769"
"51","Arthrobacter aurescens _ 30 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter aurescens","-8.06927221513501","Inf","-10.0220826529645","0.999999975721183","0.150785864663006","-0.560832388746055","13.1139644065278","33.287846876942","3"
"52","Arthrobacter aurescens _ 37 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter aurescens","-42.2126828495163","-28.879349516183","-41.8154751411171","0.999999732877575","0.0533343437806948","1.47605743847306","0.148053614614267","16.4382451228298","702"
"53","Arthrobacter aurescens _ 7 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter aurescens","-9.07588143254019","-2.40921476587352","-7.08640506854833","0.999999813651259","0.0651740448743207","0.725543902255595","-6.31976264518926","1.10845307761939","712"
"54","Arthrobacter citreus _ 0 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter citreus","-32.0493661999352","-27.6049217554908","-28.8540795518589","0.9999949398249","0.0857124248707442","2.36970363210194","0.596709413570279","331.899760077474","374"
"55","Arthrobacter citreus _ 20 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter citreus","-3.19952017815127","10.1338131551821","-2.80231246975209","0.999999785388646","0.221235446613479","1.44020693669303","-1.51952028153261","-0.632120152454691","860"
"56","Arthrobacter citreus _ 30 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter citreus","2.67702990041479","12.6770299004148","3.66315278709588","0.999995926033466","0.2725214583643","-0.118877584192203","-3.96227962839164","6.37385016959655","29"
"57","Arthrobacter citreus _ 37 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter citreus","28.98293381789","38.98293381789","29.9690567045711","0.999989114438966","0.0571835725176787","1.09878504364281","9.64450229452562","54.9633287621178","210"
"58","Arthrobacter citreus _ 7 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter citreus","-15.3404911781817","-7.34049117818165","-13.8275657132114","0.999999290670292","0.116095295377811","1.61275299009902","-3.25178341874326","31.7867384994467","231"
"59","Arthrobacter globiformis _ 0 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter globiformis","-154.560088140811","-151.702945283669","-149.837893244979","0.875451425021532","5.85914505283795e-06","0.76281666925561","1.40156966732622","435.323098010849","98"
"60","Arthrobacter globiformis _ 20 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter globiformis","-3.09236510602683","10.2409682273065","-2.69515739762765","0.999995922590345","0.0427072991960316","1.12085867958181","-3.63798277878022","-0.997241874574674","741"
"61","Arthrobacter globiformis _ 30 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter globiformis","8.54689047437026","21.8802238077036","8.94409818276944","0.999990804805738","0.0461523074678737","0.928910824101067","0.398119334428725","6.09401676338166","775"
"62","Arthrobacter globiformis _ 37 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter globiformis","-0.185318790782778","19.8146812092172","-0.455768045506213","0.99999789315112","0.0451168058291666","2.52058693074495","2.29479423529391","-112.458447687095","236"
"63","Arthrobacter globiformis _ 7 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter globiformis","-17.8345415218555","-14.5012081885222","-13.6684748015744","0.999993237384762","0.0273531969705582","3.0115478111454","-4.42434492383142","32.2489192534704","785"
"64","Arthrobacter simplex _ 0 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter simplex","-141.484092863285","-138.407169786362","-137.032234073804","0.918036724206043","1.09358737466015e-05","1.70158725169477","2.7581231180133","914.245736709476","571"
"65","Arthrobacter simplex _ 20 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter simplex","-3.69268155234996","16.30731844765","-3.96313080707339","0.999999654102953","0.0649278806730984","1.12964942883315","-0.228545071591348","7.85820943460998","284"
"66","Arthrobacter simplex _ 30 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter simplex","-3.82748403373692","9.50584929959641","-3.43027632533774","0.999999275711007","0.00962673732227661","0.704020829564606","16.2878521714105","-187.216397550004","765"
"67","Arthrobacter simplex _ 37 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter simplex","-28.8673162332302","-15.5339828998969","-28.470108524831","0.999999984987859","0.0563365032989196","-0.220465691987855","-1.2986797134762","99.2332644778668","253"
"68","Arthrobacter simplex _ 7 _ TGE agar _ Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.","Arthrobacter simplex","-9.14112488131921","-4.69668043687476","-5.94583823324291","0.999998934364397","0.0457761377149219","0.554504440948451","3.75244512363843","202.297041185225","80"
