published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD2170,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,0.4314,event / (1 individual * 24 hour),,,,0.000004993056,event / (individual * second),,,,,terrestrial,lab,,,,,45,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Dry lake, Randolph County, Illinois, USA",,,,0,,40.376,-88.981,Escherichia coli,proteobacteria,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,45,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,luria broth,luria broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 2b,"Bronikowski, A. M., Bennett, A. F. & Lenski, R. E. 2001. Evolutionary adaptation to temperature. VII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments. Evolution 55(1):33-40",http://dx.doi.org/10.1554/0014-3820(2001)055[0033:eattve]2.0.co;2,Biotraits,null@null.invalid,
MTD2174,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,0.4016,event / (1 individual * 24 hour),,,,0.000004648148,event / (individual * second),,,,,freshwater,lab,,,,,10,direct,celsius,,,,,,,,,24,hour,86400,second,,,,,,"Aubiere, France",,,,0,,45.752,3.109,Synechocystis minima,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,10,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,light + mineral medium,light + mineral medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 5,"Dauta, A., Devaux, J., Piquemal, F. & Boumnich, L. 1990. Growth rate of four freshwater algae in relation to light and temperature. Hydrobiologia 207, 221-226.",http://dx.doi.org/10.1007/bf00041459,Biotraits,null@null.invalid,
MTD2174,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,0.6179,event / (1 individual * 24 hour),,,,0.00000715162,event / (individual * second),,,,,freshwater,lab,,,,,15,direct,celsius,,,,,,,,,24,hour,86400,second,,,,,,"Aubiere, France",,,,0,,45.752,3.109,Synechocystis minima,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,15,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,light + mineral medium,light + mineral medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 5,"Dauta, A., Devaux, J., Piquemal, F. & Boumnich, L. 1990. Growth rate of four freshwater algae in relation to light and temperature. Hydrobiologia 207, 221-226.",http://dx.doi.org/10.1007/bf00041459,Biotraits,null@null.invalid,
MTD2174,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,0.7462,event / (1 individual * 24 hour),,,,0.000008636574,event / (individual * second),,,,,freshwater,lab,,,,,20,direct,celsius,,,,,,,,,24,hour,86400,second,,,,,,"Aubiere, France",,,,0,,45.752,3.109,Synechocystis minima,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,20,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,light + mineral medium,light + mineral medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 5,"Dauta, A., Devaux, J., Piquemal, F. & Boumnich, L. 1990. Growth rate of four freshwater algae in relation to light and temperature. Hydrobiologia 207, 221-226.",http://dx.doi.org/10.1007/bf00041459,Biotraits,null@null.invalid,
MTD2174,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,0.9472,event / (1 individual * 24 hour),,,,0.000010963,event / (individual * second),,,,,freshwater,lab,,,,,25,direct,celsius,,,,,,,,,24,hour,86400,second,,,,,,"Aubiere, France",,,,0,,45.752,3.109,Synechocystis minima,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,25,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,light + mineral medium,light + mineral medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 5,"Dauta, A., Devaux, J., Piquemal, F. & Boumnich, L. 1990. Growth rate of four freshwater algae in relation to light and temperature. Hydrobiologia 207, 221-226.",http://dx.doi.org/10.1007/bf00041459,Biotraits,null@null.invalid,
MTD2174,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,1.2977,event / (1 individual * 24 hour),,,,0.00001501968,event / (individual * second),,,,,freshwater,lab,,,,,30,direct,celsius,,,,,,,,,24,hour,86400,second,,,,,,"Aubiere, France",,,,0,,45.752,3.109,Synechocystis minima,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,30,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,light + mineral medium,light + mineral medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 5,"Dauta, A., Devaux, J., Piquemal, F. & Boumnich, L. 1990. Growth rate of four freshwater algae in relation to light and temperature. Hydrobiologia 207, 221-226.",http://dx.doi.org/10.1007/bf00041459,Biotraits,null@null.invalid,
MTD2174,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,Population Growth Rate,Intrinsic rate of population growth measured as individuals per individuals per time,1.2989,event / (1 individual * 24 hour),,,,0.00001503356,event / (individual * second),,,,,freshwater,lab,,,,,35,direct,celsius,,,,,,,,,24,hour,86400,second,,,,,,"Aubiere, France",,,,0,,45.752,3.109,Synechocystis minima,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,35,celsius,inferred (ambient),,,,,,captive bred (at test temperature),,,,,,,,,,,,,,,,,,,not stated,,,,,,light + mineral medium,light + mineral medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,growth rate,growth rate,life history,Fig 5,"Dauta, A., Devaux, J., Piquemal, F. & Boumnich, L. 1990. Growth rate of four freshwater algae in relation to light and temperature. Hydrobiologia 207, 221-226.",http://dx.doi.org/10.1007/bf00041459,Biotraits,null@null.invalid,
MTD3154,"net photosynthesis, co2 exchange",missing,net photosynthesis,,1.503587,micromol m^-2 s^-1,,,,0.000001503587,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Diploschistes diacapsis,,,,,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes,diacapsis,,4.979856,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3154,"net photosynthesis, co2 exchange",missing,net photosynthesis,,2.001424,micromol m^-2 s^-1,,,,0.000002001424,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Diploschistes diacapsis,,,,,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes,diacapsis,,10.0746,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3154,"net photosynthesis, co2 exchange",missing,net photosynthesis,,2.099858,micromol m^-2 s^-1,,,,0.000002099858,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Diploschistes diacapsis,,,,,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes,diacapsis,,15.06614,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3154,"net photosynthesis, co2 exchange",missing,net photosynthesis,,1.985148,micromol m^-2 s^-1,,,,0.000001985148,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Diploschistes diacapsis,,,,,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes,diacapsis,,17.11939,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3154,"net photosynthesis, co2 exchange",missing,net photosynthesis,,1.983697,micromol m^-2 s^-1,,,,0.000001983697,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Diploschistes diacapsis,,,,,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes,diacapsis,,22.20744,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3154,"net photosynthesis, co2 exchange",missing,net photosynthesis,,1.568298,micromol m^-2 s^-1,,,,0.000001568298,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Diploschistes diacapsis,,,,,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes,diacapsis,,28.17055,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3154,"net photosynthesis, co2 exchange",missing,net photosynthesis,,-0.9158594,micromol m^-2 s^-1,,,,-9.158594E-7,mol m^-2 s^-1,,,,5,terrestrial,lab,,,,,,,,1000,micromol m^-2 s^-1,CO2,,,,,,,,,,,,,,,"moab, utah, usa",organism,,,0,Gazetteer,38.573315,-109.54984,Diploschistes diacapsis,,,,,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes,diacapsis,,35.08437,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Lange, O. L., Belnap, J., & Reichenberger, H. (1998). Photosynthesis of the cyanobacterial soil-crust lichen Collema tenax from arid lands in southern Utah, USA: role of water content on light and temperature responses of CO2 exchange. Functional Ecology, 12(2), 195_202.",http://dx.doi.org/10.1046/j.1365-2435.1998.00192.x,Richard,null@null.invalid,
MTD3381,photosynthetic activity,missing,net photosynthesis,,134.4969,micromol o2 mg(Chl)^-1 h^-1,,,,0.00000149692,mol o2 Kg(Chl)^-1 s^-1,,,,3,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington, DE, Usa",organism,,,0,Gazetteer,39.739072,-75.539788,Synechocystis sp. PCC 6803,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,18.01031,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 5,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",,Richard,null@null.invalid,wild type cells
MTD3381,photosynthetic activity,missing,net photosynthesis,,151.9507,micromol o2 mg(Chl)^-1 h^-1,,,,0.04220853,mol o2 Kg(Chl)^-1 s^-1,,,,3,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington, DE, Usa",organism,,,0,Gazetteer,39.739072,-75.539788,Synechocystis sp. PCC 6803,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,21.96907,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 5,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",,Richard,null@null.invalid,wild type cells
MTD3381,photosynthetic activity,missing,net photosynthesis,,244.3532,micromol o2 mg(Chl)^-1 h^-1,,,,0.06787588,mol o2 Kg(Chl)^-1 s^-1,,,,3,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington, DE, Usa",organism,,,0,Gazetteer,39.739072,-75.539788,Synechocystis sp. PCC 6803,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,23.98969,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 5,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",,Richard,null@null.invalid,wild type cells
MTD3381,photosynthetic activity,missing,net photosynthesis,,277.2074,micromol o2 mg(Chl)^-1 h^-1,,,,0.07700206,mol o2 Kg(Chl)^-1 s^-1,,,,3,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington, DE, Usa",organism,,,0,Gazetteer,39.739072,-75.539788,Synechocystis sp. PCC 6803,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,26.95876,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 5,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",,Richard,null@null.invalid,wild type cells
MTD3381,photosynthetic activity,missing,net photosynthesis,,348.0493,micromol o2 mg(Chl)^-1 h^-1,,,,0.09668036,mol o2 Kg(Chl)^-1 s^-1,,,,3,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington, DE, Usa",organism,,,0,Gazetteer,39.739072,-75.539788,Synechocystis sp. PCC 6803,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,29.96907,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 5,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",,Richard,null@null.invalid,wild type cells
MTD3381,photosynthetic activity,missing,net photosynthesis,,415.8111,micromol o2 mg(Chl)^-1 h^-1,,,,0.1155031,mol o2 Kg(Chl)^-1 s^-1,,,,3,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington, DE, Usa",organism,,,0,Gazetteer,39.739072,-75.539788,Synechocystis sp. PCC 6803,cyanobacteria,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,32.89691,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 5,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",,Richard,null@null.invalid,wild type cells
MTD3382,photosynthetic activity,missing,net photosynthesis,,108.8296,micromol o2 mg(Chl)^-1 h^-1,,,,0.000001352772,mol o2 Kg(Chl)^-1 s^-1,,,,3,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington, DE, Usa",organism,,,0,Gazetteer,39.739072,-75.539788,,cyanobacteria,,,,Bacteria,Cyanobacteria,NA,NA,NA,NA,NA,,18.01031,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 5,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",,Richard,null@null.invalid,desA^-/desD^- cells
MTD3382,photosynthetic activity,missing,net photosynthesis,,183.7782,micromol o2 mg(Chl)^-1 h^-1,,,,0.05104951,mol o2 Kg(Chl)^-1 s^-1,,,,3,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington, DE, Usa",organism,,,0,Gazetteer,39.739072,-75.539788,,cyanobacteria,,,,Bacteria,Cyanobacteria,NA,NA,NA,NA,NA,,21.92784,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 5,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",,Richard,null@null.invalid,desA^-/desD^- cells
MTD3382,photosynthetic activity,missing,net photosynthesis,,214.5791,micromol o2 mg(Chl)^-1 h^-1,,,,0.05960529,mol o2 Kg(Chl)^-1 s^-1,,,,3,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington, DE, Usa",organism,,,0,Gazetteer,39.739072,-75.539788,,cyanobacteria,,,,Bacteria,Cyanobacteria,NA,NA,NA,NA,NA,,23.94845,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 5,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",,Richard,null@null.invalid,desA^-/desD^- cells
MTD3382,photosynthetic activity,missing,net photosynthesis,,260.7803,micromol o2 mg(Chl)^-1 h^-1,,,,0.07243896,mol o2 Kg(Chl)^-1 s^-1,,,,3,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington, DE, Usa",organism,,,0,Gazetteer,39.739072,-75.539788,,cyanobacteria,,,,Bacteria,Cyanobacteria,NA,NA,NA,NA,NA,,26.87629,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 5,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",,Richard,null@null.invalid,desA^-/desD^- cells
