"","N0","Nmax","tlag","rmax","AIC","AICc","BIC","rsq","id","model","temp_c","species","medium","temp_k"
"54",-6.24660955882001,-0.0613280625641749,2.31869127032328,0.848285105633653,-43.3761903699289,-40.0428570365956,-39.2101236496478,0.978583967784584,57,"gompertz_model",25,"Klebsiella.pneumonia","TSB",298
"55",NA,NA,NA,NA,NA,NA,NA,NA,58,"gompertz_model",25,"Dickeya.zeae","TSB",298
"56",NA,NA,NA,NA,NA,NA,NA,NA,59,"gompertz_model",25,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2","TSB",298
"57",NA,NA,NA,NA,NA,NA,NA,NA,60,"gompertz_model",25,"Pantoea.agglomerans..RDA.R.","TSB",298
"58",NA,NA,NA,NA,NA,NA,NA,NA,61,"gompertz_model",25,"Dickeya.zeae..RDA.R.","TSB",298
"59",NA,NA,NA,NA,NA,NA,NA,NA,62,"gompertz_model",25,"Acinetobacter.clacoaceticus..RDA.R.","TSB",298
"60",NA,NA,NA,NA,NA,NA,NA,NA,63,"gompertz_model",25,"Stenotrophomonas.maltophilia..RDA.R.","TSB",298
"61",-0.90601813935103,-0.237053989241222,3.52041908900624,0.5452383374764,-36.061421466027,-32.7280881326937,-31.895354745746,0.960947638654199,64,"gompertz_model",25,"Klebsiella.pneumonia..RDA.R.","TSB",298
"62",NA,NA,NA,NA,NA,NA,NA,NA,65,"gompertz_model",25,"Bacillus.pumilus..RDA.R.","TSB",298
"63",-6.74050406594412,-0.10115455766042,3.63111258204804,0.0129205882884091,39.1220646608172,42.4553979941505,43.2881313810983,-8.04821496533371,66,"gompertz_model",25,"Clavibacter.michiganensis..RDA.R.","TSB",298
"64",NA,NA,NA,NA,NA,NA,NA,NA,67,"gompertz_model",35,"Chryseobacterium.balustinum","TSB",308
"65",-3.27931778535391,-0.0695378440708447,1.54610944272695,0.276710215067622,-33.9922342277328,-30.6589008943994,-29.8261675074517,0.964065798614346,68,"gompertz_model",35,"Enterobacter.sp.","TSB",308
"66",-1.64582663733466,-0.378082481497223,2.69175150354996,0.805488985416335,3.59925402036957,7.2356176567332,7.46219763156847,0.385360143936214,69,"gompertz_model",35,"Pantoea.agglomerans.1","TSB",308
"67",-7.04605442037628,-0.281690074958866,6.17400986911254,0.963173795583904,19.2584815810007,23.2584815810007,22.7987325865117,-0.870410810340561,70,"gompertz_model",35,"Pantoea.agglomerans.2","TSB",308
"68",-10.6933285716795,-1.25442191076329,2.51359071564295,1.07709986610452,21.496863814504,25.496863814504,25.0371148200151,-10.825876933627,71,"gompertz_model",35,"Bacillus.pumilus","TSB",308
"69",NA,NA,NA,NA,NA,NA,NA,NA,72,"gompertz_model",35,"Clavibacter.michiganensis","TSB",308
"70",NA,NA,NA,NA,NA,NA,NA,NA,73,"gompertz_model",35,"Pseudomonas.fluorescens.1","TSB",308
"71",NA,NA,NA,NA,NA,NA,NA,NA,74,"gompertz_model",35,"Pseudomonas.fluorescens.2","TSB",308
"72",NA,NA,NA,NA,NA,NA,NA,NA,75,"gompertz_model",35,"Acinetobacter.clacoaceticus.1","TSB",308
"73",NA,NA,NA,NA,NA,NA,NA,NA,76,"gompertz_model",35,"Acinetobacter.clacoaceticus.2","TSB",308
"74",NA,NA,NA,NA,NA,NA,NA,NA,77,"gompertz_model",35,"Stenotrophomonas.maltophilia.1","TSB",308
"75",NA,NA,NA,NA,NA,NA,NA,NA,78,"gompertz_model",35,"Stenotrophomonas.maltophilia.2","TSB",308
"76",NA,NA,NA,NA,NA,NA,NA,NA,79,"gompertz_model",35,"Klebsiella.pneumonia","TSB",308
"77",NA,NA,NA,NA,NA,NA,NA,NA,80,"gompertz_model",35,"Dickeya.zeae","TSB",308
"78",NA,NA,NA,NA,NA,NA,NA,NA,81,"gompertz_model",35,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2","TSB",308
"79",-6.2214258227504,-0.190944792254158,5.45752408051936,0.866085214324302,14.020948523988,17.3542818573213,18.1870152442691,-0.381592032511028,82,"gompertz_model",35,"Pantoea.agglomerans..RDA.R.","TSB",308
"80",NA,NA,NA,NA,NA,NA,NA,NA,83,"gompertz_model",35,"Dickeya.zeae..RDA.R.","TSB",308
"81",NA,NA,NA,NA,NA,NA,NA,NA,84,"gompertz_model",35,"Acinetobacter.clacoaceticus..RDA.R.","TSB",308
"82",NA,NA,NA,NA,NA,NA,NA,NA,85,"gompertz_model",35,"Stenotrophomonas.maltophilia..RDA.R.","TSB",308
"83",NA,NA,NA,NA,NA,NA,NA,NA,86,"gompertz_model",35,"Klebsiella.pneumonia..RDA.R.","TSB",308
"84",NA,NA,NA,NA,NA,NA,NA,NA,87,"gompertz_model",35,"Bacillus.pumilus..RDA.R.","TSB",308
"85",NA,NA,NA,NA,NA,NA,NA,NA,88,"gompertz_model",35,"Clavibacter.michiganensis..RDA.R.","TSB",308
"86",NA,NA,NA,NA,NA,NA,NA,NA,89,"gompertz_model",5,"Tetraselmis tetrahele","ESAW",278
"87",7.04169927045181,8.96801501125544,243.265358773275,0.0258738780936168,25.9628667033653,32.629533370032,27.9523430673571,0.999999996003808,90,"gompertz_model",5,"Tetraselmis tetrahele","ESAW",278
"88",NA,NA,NA,NA,NA,NA,NA,NA,91,"gompertz_model",5,"Tetraselmis tetrahele","ESAW",278
"89",5.27608810139197,4.0414917685483,23.8258033857156,0,34.5537325567315,41.2203992233981,36.5432089207233,0.999999993591188,92,"gompertz_model",5,"Tetraselmis tetrahele","ESAW",278
"90",NA,NA,NA,NA,NA,NA,NA,NA,94,"gompertz_model",8,"Tetraselmis tetrahele","ESAW",281
"91",NA,NA,NA,NA,NA,NA,NA,NA,95,"gompertz_model",8,"Tetraselmis tetrahele","ESAW",281
"92",NA,NA,NA,NA,NA,NA,NA,NA,96,"gompertz_model",8,"Tetraselmis tetrahele","ESAW",281
"93",8.13474784122192,3.71388955494754,73.0240556445405,0.0268510065803784,20.0756276580516,26.7422943247182,22.0651040220434,0.999999997638076,97,"gompertz_model",8,"Tetraselmis tetrahele","ESAW",281
"94",NA,NA,NA,NA,NA,NA,NA,NA,98,"gompertz_model",8,"Tetraselmis tetrahele","ESAW",281
"95",NA,NA,NA,NA,NA,NA,NA,NA,99,"gompertz_model",16,"Tetraselmis tetrahele","ESAW",289
"96",NA,NA,NA,NA,NA,NA,NA,NA,100,"gompertz_model",16,"Tetraselmis tetrahele","ESAW",289
"97",NA,NA,NA,NA,NA,NA,NA,NA,101,"gompertz_model",16,"Tetraselmis tetrahele","ESAW",289
"98",NA,NA,NA,NA,NA,NA,NA,NA,102,"gompertz_model",16,"Tetraselmis tetrahele","ESAW",289
"99",NA,NA,NA,NA,NA,NA,NA,NA,103,"gompertz_model",16,"Tetraselmis tetrahele","ESAW",289
"100",NA,NA,NA,NA,NA,NA,NA,NA,104,"gompertz_model",25,"Tetraselmis tetrahele","ESAW",298
"101",NA,NA,NA,NA,NA,NA,NA,NA,105,"gompertz_model",25,"Tetraselmis tetrahele","ESAW",298
"102",NA,NA,NA,NA,NA,NA,NA,NA,106,"gompertz_model",25,"Tetraselmis tetrahele","ESAW",298
"103",NA,NA,NA,NA,NA,NA,NA,NA,107,"gompertz_model",25,"Tetraselmis tetrahele","ESAW",298
"104",1.60413473960547,13.7182142742792,459.008285936138,0.000165078644185898,22.6677502748672,28.3820359891529,25.0922835238072,0.999999986284774,108,"gompertz_model",25,"Tetraselmis tetrahele","ESAW",298
"105",5.20526997454984,14.4264884625339,242.849623149306,0.00766151714375622,33.4207831583077,40.0874498249744,35.4102595222995,0.999999716860669,109,"gompertz_model",32,"Tetraselmis tetrahele","ESAW",305
"106",0.615924553148305,12.4998971363999,489.778772842545,0,40.291688059051,46.9583547257176,42.2811644230428,0.999999725621126,110,"gompertz_model",32,"Tetraselmis tetrahele","ESAW",305
"107",NA,NA,NA,NA,NA,NA,NA,NA,111,"gompertz_model",32,"Tetraselmis tetrahele","ESAW",305
"108",5.22159851354457,3.14126606205166,594.186379209817,0.00260830784324912,39.3460841751753,45.0603698894611,41.7706174241153,0.999999778110548,112,"gompertz_model",32,"Tetraselmis tetrahele","ESAW",305
"109",NA,NA,NA,NA,NA,NA,NA,NA,113,"gompertz_model",32,"Tetraselmis tetrahele","ESAW",305
"110",NA,NA,NA,NA,NA,NA,NA,NA,114,"gompertz_model",22,"Soil Microbial Community","GH",295
"111",NA,NA,NA,NA,NA,NA,NA,NA,115,"gompertz_model",22,"Soil Microbial Community","GHN",295
"112",NA,NA,NA,NA,NA,NA,NA,NA,116,"gompertz_model",22,"Soil Microbial Community","GL",295
"113",NA,NA,NA,NA,NA,NA,NA,NA,117,"gompertz_model",22,"Soil Microbial Community","GLN",295
"114",NA,NA,NA,NA,NA,NA,NA,NA,118,"gompertz_model",22,"Soil Microbial Community","H2O",295
"115",NA,NA,NA,NA,NA,NA,NA,NA,119,"gompertz_model",22,"Soil Microbial Community","N",295
"116",NA,NA,NA,NA,NA,NA,NA,NA,120,"gompertz_model",22,"Soil Microbial Community","GHB",295
"117",NA,NA,NA,NA,NA,NA,NA,NA,121,"gompertz_model",22,"Soil Microbial Community","GHNB",295
"118",NA,NA,NA,NA,NA,NA,NA,NA,122,"gompertz_model",22,"Soil Microbial Community","GLB",295
"119",NA,NA,NA,NA,NA,NA,NA,NA,123,"gompertz_model",22,"Soil Microbial Community","GLNB",295
"120",NA,NA,NA,NA,NA,NA,NA,NA,124,"gompertz_model",22,"Soil Microbial Community","H2OB",295
"121",NA,NA,NA,NA,NA,NA,NA,NA,125,"gompertz_model",22,"Soil Microbial Community","NB",295
"122",NA,NA,NA,NA,NA,NA,NA,NA,126,"gompertz_model",2,"Staphylococcus spp.","Raw Chicken Breast",275
"123",NA,NA,NA,NA,NA,NA,NA,NA,127,"gompertz_model",4,"Staphylococcus spp.","Raw Chicken Breast",277
"124",0.0123548349824394,5.87162537191102,30.8812880943661,0.0194580742533268,17.0071471125076,21.451591556952,20.2024337605839,0.999999725391695,128,"gompertz_model",7,"Staphylococcus spp.","Raw Chicken Breast",280
"125",NA,NA,NA,NA,NA,NA,NA,NA,129,"gompertz_model",10,"Staphylococcus spp.","Raw Chicken Breast",283
"126",2.19791626472791,6.9914127011556,53.1499889208585,0.0894032410661715,14.4603126764907,24.4603126764907,15.4464355631718,0.999999312513037,130,"gompertz_model",15,"Staphylococcus spp.","Raw Chicken Breast",288
"127",2.27288520302009,8.75621030577553,43.8986438351573,0.157535996712301,14.9061587523836,24.9061587523836,15.8922816390647,0.999999107812141,131,"gompertz_model",20,"Staphylococcus spp.","Raw Chicken Breast",293
"128",-0.00270250501513481,7.10201734526547,35.0061910797137,0.0054012637141032,28.6216558624326,36.6216558624326,30.1345813274028,0.999990888906191,132,"gompertz_model",2,"Staphylococcus spp.","Salted Chicken Breast",275
"129",NA,NA,NA,NA,NA,NA,NA,NA,133,"gompertz_model",4,"Staphylococcus spp.","Salted Chicken Breast",277
"130",0.0192361900084492,9.64090659753135,199.462312607881,0.0515906681433657,3.6507129699258,8.09515741437025,6.8459996180021,0.999999876257255,134,"gompertz_model",7,"Staphylococcus spp.","Salted Chicken Breast",280
"131",0.0168666894604515,14.1226174755573,97.3252962972287,0.0962277715141768,33.4658613619445,38.4658613619445,36.2906081492522,0.999999153337949,135,"gompertz_model",10,"Staphylococcus spp.","Salted Chicken Breast",283
"132",NA,NA,NA,NA,NA,NA,NA,NA,136,"gompertz_model",15,"Staphylococcus spp.","Salted Chicken Breast",288
"133",NA,NA,NA,NA,NA,NA,NA,NA,137,"gompertz_model",20,"Staphylococcus spp.","Salted Chicken Breast",293
"134",NA,NA,NA,NA,NA,NA,NA,NA,138,"gompertz_model",2,"Staphylococcus spp.","Cooked Chicken Breast",275
"135",NA,NA,NA,NA,NA,NA,NA,NA,139,"gompertz_model",4,"Staphylococcus spp.","Cooked Chicken Breast",277
"136",-0.00714964106013256,7.38437316025009,82.202863917579,0.057963663380471,37.2406780956454,41.6851225400899,40.4359647437217,0.999974178397691,140,"gompertz_model",7,"Staphylococcus spp.","Cooked Chicken Breast",280
"137",NA,NA,NA,NA,NA,NA,NA,NA,141,"gompertz_model",10,"Staphylococcus spp.","Cooked Chicken Breast",283
"138",NA,NA,NA,NA,NA,NA,NA,NA,142,"gompertz_model",15,"Staphylococcus spp.","Cooked Chicken Breast",288
"139",NA,NA,NA,NA,NA,NA,NA,NA,143,"gompertz_model",20,"Staphylococcus spp.","Cooked Chicken Breast",293
"140",0.0271551050838798,10.2647683441279,33.4144794543973,0.00962863460675096,15.3824501250678,22.0491167917345,17.3719264890597,0.999997486309836,144,"gompertz_model",2,"Pseudomonas spp.","Raw Chicken Breast",275
"141",NA,NA,NA,NA,NA,NA,NA,NA,145,"gompertz_model",4,"Pseudomonas spp.","Raw Chicken Breast",277
"142",-0.0258641878028084,5.34522553069772,68.928080096274,0.00325782544513176,10.1512461506001,16.8179128172668,12.1407225145919,0.999998953832044,146,"gompertz_model",7,"Pseudomonas spp.","Raw Chicken Breast",280
"143",NA,NA,NA,NA,NA,NA,NA,NA,147,"gompertz_model",10,"Pseudomonas spp.","Raw Chicken Breast",283
"144",0.487229451749281,9.35396766383907,59.4517190503918,0.244454326407916,10.2078638768957,15.9221495911814,12.6323971258357,0.999999985491094,148,"gompertz_model",15,"Pseudomonas spp.","Raw Chicken Breast",288
"145",0.368668095264848,2.60210101465437,35.6768626842833,0.117438915659999,1.6479939003255,11.6479939003255,2.6341167870066,0.99999998969019,149,"gompertz_model",20,"Pseudomonas spp.","Raw Chicken Breast",293
"146",NA,NA,NA,NA,NA,NA,NA,NA,150,"gompertz_model",2,"Pseudomonas spp.","Salted Chicken Breast",275
"147",NA,NA,NA,NA,NA,NA,NA,NA,151,"gompertz_model",4,"Pseudomonas spp.","Salted Chicken Breast",277
"148",0.0185723531091616,9.74997018228064,179.071904061811,0.0133808536055949,-10.054015440796,-4.33972972651031,-7.62948219185602,0.999998732730245,152,"gompertz_model",7,"Pseudomonas spp.","Salted Chicken Breast",280
"149",0.0744813478752948,0.870963296505393,94.4721796584041,0.0535991796948359,7.48720325049328,12.4872032504933,10.311950037801,0.999998437967097,153,"gompertz_model",10,"Pseudomonas spp.","Salted Chicken Breast",283
"150",NA,NA,NA,NA,NA,NA,NA,NA,154,"gompertz_model",15,"Pseudomonas spp.","Salted Chicken Breast",288
"151",NA,NA,NA,NA,NA,NA,NA,NA,155,"gompertz_model",20,"Pseudomonas spp.","Salted Chicken Breast",293
"152",0.174465967406341,9.29107161385469,290.656846638761,0.0102869088101479,10.4203400041659,18.4203400041659,11.9332654691361,0.999999915749056,156,"gompertz_model",2,"Pseudomonas spp.","Cooked Chicken Breast",275
"153",NA,NA,NA,NA,NA,NA,NA,NA,157,"gompertz_model",4,"Pseudomonas spp.","Cooked Chicken Breast",277
"154",NA,NA,NA,NA,NA,NA,NA,NA,158,"gompertz_model",7,"Pseudomonas spp.","Cooked Chicken Breast",280
"155",-0.00257689379490545,11.6708538575703,115.383962317555,0.106381760804427,14.2688869021261,20.9355535687928,16.258363266118,0.999999942928289,159,"gompertz_model",10,"Pseudomonas spp.","Cooked Chicken Breast",283
"156",0.0386901760091735,15.7248532695713,14.0244841834155,0.123856473822191,12.2440618777411,17.9583475920268,14.6685951266811,0.999999985987415,160,"gompertz_model",15,"Pseudomonas spp.","Cooked Chicken Breast",288
"157",0.020548731383557,9.03717239073168,41.3967663843285,0.231419850876984,15.9582960463083,25.9582960463083,16.9444189329894,0.999999865529209,161,"gompertz_model",20,"Pseudomonas spp.","Cooked Chicken Breast",293
"158",NA,NA,NA,NA,NA,NA,NA,NA,162,"gompertz_model",2,"Aerobic Psychotropic.","Raw Chicken Breast",275
"159",NA,NA,NA,NA,NA,NA,NA,NA,163,"gompertz_model",4,"Aerobic Psychotropic.","Raw Chicken Breast",277
"160",NA,NA,NA,NA,NA,NA,NA,NA,164,"gompertz_model",7,"Aerobic Psychotropic.","Raw Chicken Breast",280
"161",NA,NA,NA,NA,NA,NA,NA,NA,165,"gompertz_model",10,"Aerobic Psychotropic.","Raw Chicken Breast",283
"162",NA,NA,NA,NA,NA,NA,NA,NA,166,"gompertz_model",15,"Aerobic Psychotropic.","Raw Chicken Breast",288
"163",0.331672157024646,7.18926249973749,49.1075404293527,0.450707861240427,5.08997377453905,18.4233071078724,5.48718148293823,0.999999350180466,167,"gompertz_model",20,"Aerobic Psychotropic.","Raw Chicken Breast",293
"164",0.121656581190879,9.53693660225583,447.890705698469,0.0160981457110975,5.3752824750403,13.3752824750403,6.88820794001053,0.999997942890824,168,"gompertz_model",2,"Aerobic Psychotropic.","Salted Chicken Breast",275
"165",NA,NA,NA,NA,NA,NA,NA,NA,169,"gompertz_model",4,"Aerobic Psychotropic.","Salted Chicken Breast",277
"166",0.000203157360324493,12.8972291654632,7.54100300518896,0.0408182996612641,26.7216088740058,30.7216088740058,30.2618598795169,0.999998310602045,170,"gompertz_model",7,"Aerobic Psychotropic.","Salted Chicken Breast",280
"167",NA,NA,NA,NA,NA,NA,NA,NA,171,"gompertz_model",10,"Aerobic Psychotropic.","Salted Chicken Breast",283
"168",NA,NA,NA,NA,NA,NA,NA,NA,172,"gompertz_model",15,"Aerobic Psychotropic.","Salted Chicken Breast",288
"169",NA,NA,NA,NA,NA,NA,NA,NA,173,"gompertz_model",20,"Aerobic Psychotropic.","Salted Chicken Breast",293
"170",NA,NA,NA,NA,NA,NA,NA,NA,174,"gompertz_model",2,"Aerobic Psychotropic.","Cooked Chicken Breast",275
"171",NA,NA,NA,NA,NA,NA,NA,NA,175,"gompertz_model",4,"Aerobic Psychotropic.","Cooked Chicken Breast",277
"172",0.00886938725922107,4.30273325732094,151.19492460861,0.0487761943238461,10.3518862658619,14.7963307103063,13.5471729139382,0.999999776707419,176,"gompertz_model",7,"Aerobic Psychotropic.","Cooked Chicken Breast",280
"173",NA,NA,NA,NA,NA,NA,NA,NA,177,"gompertz_model",10,"Aerobic Psychotropic.","Cooked Chicken Breast",283
"174",0.688924224651645,11.1312031163875,44.1658704335389,0.107221454474794,6.12977007453444,16.1297700745344,7.11589296121553,0.999999855023036,178,"gompertz_model",15,"Aerobic Psychotropic.","Cooked Chicken Breast",288
"175",NA,NA,NA,NA,NA,NA,NA,NA,179,"gompertz_model",20,"Aerobic Psychotropic.","Cooked Chicken Breast",293
"176",NA,NA,NA,NA,NA,NA,NA,NA,180,"gompertz_model",2,"Aerobic Mesophilic.","Raw Chicken Breast",275
"177",-0.0190690638458668,12.8866937009152,84.9945115695858,0.0927969388264131,20.2789832158661,24.7234276603106,23.4742698639424,0.999999818000199,181,"gompertz_model",7,"Aerobic Mesophilic.","Raw Chicken Breast",280
"178",NA,NA,NA,NA,NA,NA,NA,NA,182,"gompertz_model",4,"Aerobic Mesophilic.","Raw Chicken Breast",277
"179",NA,NA,NA,NA,NA,NA,NA,NA,183,"gompertz_model",10,"Aerobic Mesophilic.","Raw Chicken Breast",283
"180",NA,NA,NA,NA,NA,NA,NA,NA,184,"gompertz_model",15,"Aerobic Mesophilic.","Raw Chicken Breast",288
"181",NA,NA,NA,NA,NA,NA,NA,NA,185,"gompertz_model",20,"Aerobic Mesophilic.","Raw Chicken Breast",293
"182",NA,NA,NA,NA,NA,NA,NA,NA,186,"gompertz_model",2,"Aerobic Mesophilic.","Salted Chicken Breast",275
"183",NA,NA,NA,NA,NA,NA,NA,NA,187,"gompertz_model",4,"Aerobic Mesophilic.","Salted Chicken Breast",277
"184",NA,NA,NA,NA,NA,NA,NA,NA,188,"gompertz_model",7,"Aerobic Mesophilic.","Salted Chicken Breast",280
"185",0.00569703530247173,2.29062364942207,134.909016790205,0.0364430321609021,7.5540744260909,13.2683601403766,9.9786076750309,0.999998045221135,189,"gompertz_model",10,"Aerobic Mesophilic.","Salted Chicken Breast",283
"186",0.695358274915605,1.142899620877,38.2852170006718,0.165099825772483,9.1505708558511,22.4839041891844,9.54777856425028,0.999998250525611,190,"gompertz_model",15,"Aerobic Mesophilic.","Salted Chicken Breast",288
